new_id,old_id,new_anchor,old_anchor,year,venue,title,paper_links,code_links,source_line
P142,P404,paper-142,paper-404,2022,ArXiv 2022,Learning with Neighbor Consistency for Noisy Labels.,https://arxiv.org/abs/2202.02200,,2647
P143,P405,paper-143,paper-405,2022,ArXiv 2022,Investigating Why Contrastive Learning Benefits Robustness Against Label Noise.,https://arxiv.org/abs/2201.12498,,2652
P144,P406,paper-144,paper-406,2022,ArXiv 2022,GMM Discriminant Analysis with Noisy Label for Each Class.,https://arxiv.org/abs/2201.10242,,2657
P145,P411,paper-145,paper-411,2022,Top Journals 2022,Wasserstein Adversarial Regularization for Learning with Label Noise. (Published on TPAMI),https://doi.org/10.1109/TPAMI.2022.3156685,,2688
P146,P413,paper-146,paper-413,2021,NeurIPS 2021,Can Less be More? When Increasing-to-Balancing Label Noise Rates Considered Beneficial.,"https://arxiv.org/abs/2107.05913#:~:text=We%20are%20primarily%20inspired%20by,fairness%20guarantees%20against%20label%20bias.",https://github.com/UCSC-REAL/CanLessBeMore,2705
P147,P414,paper-147,paper-414,2021,NeurIPS 2021,Understanding and Improving Early Stopping for Learning with Noisy Labels.,https://arxiv.org/abs/2106.15853,https://github.com/tmllab/PES,2710
P148,P415,paper-148,paper-415,2021,NeurIPS 2021,How does a Neural Network's Architecture Impact its Robustness to Noisy Labels?,https://openreview.net/forum?id=Ir-WwGboFN-,https://github.com/jinglingli/alignment_noisy_label,2715
P149,P416,paper-149,paper-416,2021,NeurIPS 2021,FINE Samples for Learning with Noisy Labels.,https://arxiv.org/pdf/2102.11628v3.pdf,https://github.com/Kthyeon/FINE_official,2720
P150,P417,paper-150,paper-417,2021,NeurIPS 2021,Label Noise SGD Provably Prefers Flat Global Minimizers.,https://arxiv.org/abs/2106.06530,https://github.com/adamian98/LabelNoiseFlatMinimizers,2724
P151,P418,paper-151,paper-418,2021,NeurIPS 2021,Improved Regularization and Robustness for Fine-tuning in Neural Networks.,https://openreview.net/forum?id=QX32YlxrQJc,https://github.com/NEU-StatsML-Research/Regularized-Self-Labeling,2729
P152,P419,paper-152,paper-419,2021,NeurIPS 2021,Instance-dependent Label-noise Learning under a Structural Causal Model.,https://arxiv.org/abs/2109.02986,,2733
P153,P420,paper-153,paper-420,2021,NeurIPS 2021,Combating Noise: Semi-supervised Learning by Region Uncertainty Quantification.,https://arxiv.org/abs/2111.00928,,2737
P154,P421,paper-154,paper-421,2021,NeurIPS 2021,DP-SSL: Towards Robust Semi-supervised Learning with A Few Labeled Samples.,https://arxiv.org/abs/2110.13740,,2742
P155,P428,paper-155,paper-428,2021,ICML 2021,Understanding Instance-Level Label Noise: Disparate Impacts and Treatments.,https://proceedings.mlr.press/v139/liu21a.html,,2783
P156,P429,paper-156,paper-429,2021,ICML 2021,Clusterability as an Alternative to Anchor Points When Learning with Noisy Labels.,https://arxiv.org/pdf/2102.05291.pdf,https://github.com/zwzhu-d/HOC,2788
P157,P430,paper-157,paper-430,2021,ICML 2021,Learning Noise Transition Matrix from Only Noisy Labels via Total Variation Regularization.,https://arxiv.org/pdf/2102.02414v2.pdf,https://github.com/YivanZhang/lio,2792
P158,P431,paper-158,paper-431,2021,ICML 2021,Class2Simi: A Noise Reduction Perspective on Learning with Noisy Labels.,https://arxiv.org/abs/2006.07831,,2796
P159,P432,paper-159,paper-432,2021,ICML 2021,Provably End-to-end Label-noise Learning without Anchor Points.,https://arxiv.org/pdf/2102.02400.pdf,,2800
P160,P433,paper-160,paper-433,2021,ICML 2021,Asymmetric Loss Functions for Learning with Noisy Labels.,https://arxiv.org/pdf/2106.03110v1.pdf,https://github.com/hitcszx/ALFs,2805
P161,P434,paper-161,paper-434,2021,ICML 2021,Confidence Scores Make Instance-dependent Label-noise Learning Possible.,https://arxiv.org/abs/2001.03772,,2810
P162,P435,paper-162,paper-435,2021,ICML 2021,Learning from Noisy Labels with No Change to the Training Process.,http://proceedings.mlr.press/v139/zhang21k/zhang21k.pdf,,2815
P163,P448,paper-163,paper-448,2021,ICLR 2021,When Optimizing f-Divergence is Robust with Label Noise.,https://openreview.net/pdf?id=WesiCoRVQ15,https://github.com/weijiaheng/Robust-f-divergence-measures,2889
P164,P449,paper-164,paper-449,2021,ICLR 2021,Learning with Instance-Dependent Label Noise: A Sample Sieve Approach.,https://openreview.net/pdf?id=2VXyy9mIyU3,https://github.com/haochenglouis/cores,2893
P165,P450,paper-165,paper-450,2021,ICLR 2021,Noise against noise: stochastic label noise helps combat inherent label noise.,https://openreview.net/pdf?id=80FMcTSZ6J0,https://github.com/chenpf1025/SLN,2898
P166,P451,paper-166,paper-451,2021,ICLR 2021,Learning with Feature-Dependent Label Noise: A Progressive Approach.,https://openreview.net/pdf?id=ZPa2SyGcbwh,https://github.com/pxiangwu/PLC,2902
P167,P452,paper-167,paper-452,2021,ICLR 2021,Robust early-learning: Hindering the memorization of noisy labels.,https://openreview.net/pdf?id=Eql5b1_hTE4,https://github.com/xiaoboxia/CDR,2907
P168,P457,paper-168,paper-457,2021,CVPR 2021,A Second-Order Approach to Learning with Instance-Dependent Label Noise.,https://arxiv.org/abs/2012.11854,https://github.com/UCSC-REAL/CAL,2937
P169,P458,paper-169,paper-458,2021,CVPR 2021,Multi-Objective Interpolation Training for Robustness to Label Noise.,https://arxiv.org/abs/2012.04462,https://git.io/JI40X,2941
P170,P459,paper-170,paper-459,2021,CVPR 2021,Augmentation Strategies for Learning with Noisy Labels.,https://arxiv.org/abs/2103.02130,https://github.com/KentoNishi/Augmentation-for-LNL,2945
P171,P460,paper-171,paper-460,2021,CVPR 2021,Jo-SRC: A Contrastive Approach for Combating Noisy Labels.,https://arxiv.org/pdf/2103.13029.pdf,https://github.com/NUST-Machine-Intelligence-Laboratory/Jo-SRC,2949
P172,P461,paper-172,paper-461,2021,CVPR 2021,Partially View-aligned Representation Learning with Noise-robust Contrastive Loss.,https://openaccess.thecvf.com/content/CVPR2021/papers/Yang_Partially_View-Aligned_Representation_Learning_With_Noise-Robust_Contrastive_Loss_CVPR_2021_paper.pdf,https://github.com/XLearning-SCU/2021-CVPR-MvCLN,2953
P173,P462,paper-173,paper-462,2021,CVPR 2021,Correlated Input-Dependent Label Noise in Large-Scale Image Classification.,https://arxiv.org/abs/2105.10305,,2957
P174,P463,paper-174,paper-463,2021,CVPR 2021,Faster Meta Update Strategy for Noise-Robust Deep Learning.,https://github.com/youjiangxu/FaMUS/tree/main/paper,https://github.com/youjiangxu/FaMUS,2961
P175,P464,paper-175,paper-464,2021,CVPR 2021,Joint Negative and Positive Learning for Noisy Labels.,https://arxiv.org/abs/2104.06574,,2965
P176,P465,paper-176,paper-465,2021,CVPR 2021,Faster Meta Update Strategy for Noise-Robust Deep Learning.,https://arxiv.org/abs/2104.15092,,2969
P177,P466,paper-177,paper-466,2021,CVPR 2021,AutoDO: Robust AutoAugment for Biased Data with Label Noise via Scalable Probabilistic Implicit Differentiation.,https://arxiv.org/abs/2103.05863,https://github.com/gudovskiy/autodo,2973
P178,P467,paper-178,paper-467,2021,CVPR 2021,All Labels Are Not Created Equal: Enhancing Semi-supervision via Label Grouping and Co-training.,https://arxiv.org/abs/2104.05248,https://github.com/islam-nassar/semco,2979
P179,P468,paper-179,paper-468,2021,CVPR 2021,ProSelfLC: Progressive Self Label Correction for Training Robust Deep Neural Networks.,https://openaccess.thecvf.com/content/CVPR2021/html/Wang_ProSelfLC_Progressive_Self_Label_Correction_for_Training_Robust_Deep_Neural_CVPR_2021_paper.html,,2983
P180,P478,paper-180,paper-478,2021,ICCV 2021,Me-Momentum: Extracting Hard Confident Examples From Noisily Labeled Data.,https://openaccess.thecvf.com/content/ICCV2021/html/Bai_Me-Momentum_Extracting_Hard_Confident_Examples_From_Noisily_Labeled_Data_ICCV_2021_paper.html,,3035
P181,P479,paper-181,paper-479,2021,ICCV 2021,Searching for Robustness: Loss Learning for Noisy Classification Tasks.,https://openaccess.thecvf.com/content/ICCV2021/html/Gao_Searching_for_Robustness_Loss_Learning_for_Noisy_Classification_Tasks_ICCV_2021_paper.html,,3039
P182,P480,paper-182,paper-480,2021,ICCV 2021,Learning From Noisy Data With Robust Representation Learning.,https://openaccess.thecvf.com/content/ICCV2021/html/Li_Learning_From_Noisy_Data_With_Robust_Representation_Learning_ICCV_2021_paper.html,,3043
P183,P481,paper-183,paper-481,2021,ICCV 2021,Switchable K-Class Hyperplanes for Noise-Robust Representation Learning.,https://openaccess.thecvf.com/content/ICCV2021/html/Liu_Switchable_K-Class_Hyperplanes_for_Noise-Robust_Representation_Learning_ICCV_2021_paper.html,,3047
P184,P485,paper-184,paper-485,2021,AAAI 2021,Beyond Class-Conditional Assumption: A Primary Attempt to Combat Instance-Dependent Label Noise.,https://arxiv.org/abs/2012.05458,https://github.com/chenpf1025/IDN,3077
P185,P486,paper-185,paper-486,2021,AAAI 2021,Learning to Purify Noisy Labels via Meta Soft Label Corrector.,https://arxiv.org/abs/2008.00627,https://github.com/WuYichen-97/Learning-to-Purify-Noisy-Labels-via-Meta-Soft-Label-Corrector,3081
P186,P487,paper-186,paper-487,2021,AAAI 2021,Robustness of Accuracy Metric and its Inspirations in Learning with Noisy Labels.,https://arxiv.org/abs/2012.04193,https://github.com/chenpf1025/RobustnessAccuracy,3086
P187,P488,paper-187,paper-488,2021,AAAI 2021,Learning from Noisy Labels with Complementary Loss Functions.,http://palm.seu.edu.cn/zhangml/files/AAAI'21a.pdf,https://github.com/dengbaowang/CompLossForNoisyLabels,3091
P188,P489,paper-188,paper-489,2021,AAAI 2021,Analysing the Noise Model Error for Realistic Noisy Label Data.,https://arxiv.org/abs/2101.09763,https://github.com/uds-lsv/noise-estimation,3095
P189,P490,paper-189,paper-490,2021,AAAI 2021,Tackling Instance-Dependent Label Noise via a Universal Probabilistic Model.,https://niug1984.github.io/paper/wang_aaai21.pdf,,3099
P190,P491,paper-190,paper-491,2021,AAAI 2021,Learning with Group Noise.,https://gcatnjust.github.io/ChenGong/paper/wang_aaai21_2.pdf,,3103
P191,P492,paper-191,paper-492,2021,AAAI 2021,Meta Label Correction for Noisy Label Learning.,https://www.microsoft.com/en-us/research/publication/meta-label-correction-for-noisy-label-learning/,,3107
P192,P493,paper-192,paper-493,2021,IJCAI 2021,Towards Understanding Deep Learning from Noisy Labels with Small-Loss Criterion.,https://www.ijcai.org/proceedings/2021/0340.pdf,,3119
P193,P496,paper-193,paper-496,2021,KDD 2021,Robust Learning by Self-Transition for Handling Noisy Labels.,https://doi.org/10.1145/3447548.3467222,,3141
P194,P498,paper-194,paper-498,2021,ACM MM 2021,Co-learning: Learning from Noisy Labels with Self-supervision.,https://doi.org/10.1145/3474085.3475622,,3156
P195,P499,paper-195,paper-499,2021,ArXiv 2021,Demystifying How Self-Supervised Features Improve Training from Noisy Labels.,https://arxiv.org/pdf/2110.09022.pdf,,3167
P196,P500,paper-196,paper-500,2021,ArXiv 2021,A Theoretical Analysis of Learning with Noisily Labeled Data.,https://arxiv.org/abs/2104.04114,,3171
P197,P501,paper-197,paper-501,2021,ArXiv 2021,Analysis of classifiers robust to noisy labels.,https://arxiv.org/abs/2106.00274,,3176
P198,P502,paper-198,paper-502,2021,ArXiv 2021,Alleviating Noisy-label Effects in Image Classification via Probability Transition Matrix.,https://arxiv.org/abs/2110.08866,,3181
P199,P503,paper-199,paper-503,2021,ArXiv 2021,Learning with Noisy Labels by Targeted Relabeling.,https://arxiv.org/abs/2110.08355,,3185
P200,P504,paper-200,paper-504,2021,ArXiv 2021,Contrast to Divide: Self-Supervised Pre-Training for Learning with Noisy Labels.,https://arxiv.org/pdf/2103.13646.pdf,https://github.com/ContrastToDivide/C2D,3189
P201,P505,paper-201,paper-505,2021,ArXiv 2021,Exponentiated Gradient Reweighting for Robust Training Under Label Noise and Beyond.,https://arxiv.org/pdf/2104.01493.pdf,,3193
P202,P506,paper-202,paper-506,2021,ArXiv 2021,Learning from Noisy Labels via Dynamic Loss Thresholding.,https://arxiv.org/pdf/2104.02570.pdf,,3197
P203,P507,paper-203,paper-507,2021,ArXiv 2021,Transform consistency for learning with noisy labels.,https://arxiv.org/pdf/2103.13872.pdf,,3201
P204,P508,paper-204,paper-508,2021,ArXiv 2021,Learning to Combat Noisy Labels via Classification Margins.,https://arxiv.org/pdf/2102.00751.pdf,,3205
P205,P509,paper-205,paper-509,2021,ArXiv 2021,DST: Data Selection and joint Training for Learning with Noisy Labels.,https://arxiv.org/pdf/2103.00813.pdf,,3209
P206,P510,paper-206,paper-510,2021,ArXiv 2021,LongReMix: Robust Learning with High Confidence Samples in a Noisy Label Environment.,https://arxiv.org/pdf/2103.04173.pdf,,3213
P207,P511,paper-207,paper-511,2021,ArXiv 2021,Ensemble Learning with Manifold-Based Data Splitting for Noisy Label Correction.,https://arxiv.org/pdf/2103.07641.pdf,,3217
P208,P512,paper-208,paper-512,2021,ArXiv 2021,On the Robustness of Monte Carlo Dropout Trained with Noisy Labels.,https://arxiv.org/pdf/2103.12002.pdf,,3221
P209,P513,paper-209,paper-513,2021,ArXiv 2021,Approximating Instance-Dependent Noise via Instance-Confidence Embedding.,https://arxiv.org/abs/2103.13569,,3225
P210,P514,paper-210,paper-514,2021,ArXiv 2021,Friends and Foes in Learning from Noisy Labels.,https://arxiv.org/pdf/2103.15055.pdf,,3231
P211,P515,paper-211,paper-515,2021,ArXiv 2021,A Fremework Using Contrastive Learning for Classification with Noisy Labels.,https://arxiv.org/pdf/2104.09563.pdf,,3236
P212,P516,paper-212,paper-516,2021,ArXiv 2021,Contrastive Learning Improves Model Robustness Under Label Noise.,https://arxiv.org/pdf/2104.08984.pdf,https://github.com/arghosh/noisy_label_pretrain,3240
P213,P517,paper-213,paper-517,2021,ArXiv 2021,Compensation Learning.,https://arxiv.org/pdf/2107.11921.pdf,,3244
P214,P518,paper-214,paper-518,2021,ArXiv 2021,kNet: A Deep kNN Network To Handle Label Noise.,https://arxiv.org/pdf/2107.09735.pdf,,3248
P215,P519,paper-215,paper-519,2021,ArXiv 2021,Memorization in Deep Neural Networks: Does the Loss Function matter?.,https://arxiv.org/pdf/2107.09957.pdf,,3252
P216,P520,paper-216,paper-520,2021,ArXiv 2021,Mitigating Memorization in Sample Selection for Learning with Noisy Labels.,https://arxiv.org/pdf/2107.07041.pdf,,3257
P217,P521,paper-217,paper-521,2021,ArXiv 2021,P-DIFF: Learning Classifier with Noisy Labels based on Probability Difference Distributions.,https://arxiv.org/abs/2009.06382,https://github.com/fistyee/P-DIFF,3261
P218,P522,paper-218,paper-522,2021,ArXiv 2021,Decoupling Representation and Classifier for Noisy Label Learning.,https://arxiv.org/pdf/2011.08145.pdf,,3265
P219,P523,paper-219,paper-523,2021,ArXiv 2021,Contrastive Representations for Label Noise Require Fine-Tuning.,https://arxiv.org/pdf/2108.09154.pdf,,3269
P220,P524,paper-220,paper-524,2021,ArXiv 2021,Learning to Aggregate and Refine Noisy Labels for Visual Sentiment Analysis.,https://arxiv.org/abs/2109.07509,,3273
P221,P525,paper-221,paper-525,2021,ArXiv 2021,Robustness and reliability when training with noisy labels.,https://arxiv.org/pdf/2110.03321.pdf,,3278
P222,P526,paper-222,paper-526,2021,ArXiv 2021,Consistency Regularization Can Improve Robustness to Label Noise.,https://arxiv.org/pdf/2110.01242.pdf,,3283
P223,P563,paper-223,paper-563,2021,Other Conferences 2021,(ICCV 2021) Learning with Noisy Labels via Sparse Regularization.,https://arxiv.org/abs/2108.00192,,3462
P224,P564,paper-224,paper-564,2021,Other Conferences 2021,(WACV 2022) Towards a Robust Differentiable Architecture Search under Label Noise.,https://arxiv.org/abs/2110.12197,,3466
P225,P565,paper-225,paper-565,2021,Other Conferences 2021,(BMVC 2021) PropMix: Hard Sample Filtering and Proportional MixUp for Learning with Noisy Labels.,https://arxiv.org/abs/2110.11809,https://github.com/filipe-research/PropMix.,3470
P226,P566,paper-226,paper-566,2021,Other Conferences 2021,(IJCAI2021 Workshop) An Ensemble Noise-Robust K-fold Cross-Validation Selection Method for Noisy Labels.,https://arxiv.org/abs/2107.02347,,3475
P227,P569,paper-227,paper-569,2020,NIPS 2020,Part-dependent Label Noise: Towards Instance-dependent Label Noise.,https://papers.nips.cc/paper/2020/hash/5607fe8879e4fd269e88387e8cb30b7e-Abstract.html,https://github.com/xiaoboxia/Part-dependent-label-noise,3498
P228,P570,paper-228,paper-570,2020,NIPS 2020,Identifying Mislabeled Data using the Area Under the Margin Ranking.,https://papers.nips.cc/paper/2020/hash/c6102b3727b2a7d8b1bb6981147081ef-Abstract.html,https://github.com/asappresearch/aum,3502
P229,P571,paper-229,paper-571,2020,NIPS 2020,Dual T: Reducing Estimation Error for Transition Matrix in Label-noise Learning.,https://papers.nips.cc/paper/2020/hash/512c5cad6c37edb98ae91c8a76c3a291-Abstract.html,,3506
P230,P572,paper-230,paper-572,2020,NIPS 2020,Early-Learning Regularization Prevents Memorization of Noisy Labels.,https://papers.nips.cc/paper/2020/hash/ea89621bee7c88b2c5be6681c8ef4906-Abstract.html,https://github.com/shengliu66/ELR,3510
P231,P573,paper-231,paper-573,2020,NIPS 2020,Coresets for Robust Training of Deep Neural Networks against Noisy Labels.,https://papers.nips.cc/paper/2020/hash/8493eeaccb772c0878f99d60a0bd2bb3-Abstract.html,https://github.com/snap-stanford/crust,3515
P232,P574,paper-232,paper-574,2020,NIPS 2020,Robust Optimization for Fairness with Noisy Protected Groups.,https://papers.nips.cc/paper/2020/hash/37d097caf1299d9aa79c2c2b843d2d78-Abstract.html,https://github.com/wenshuoguo/robust-fairness-code,3519
P233,P575,paper-233,paper-575,2020,NIPS 2020,A Topological Filter for Learning with Label Noise.,https://papers.nips.cc/paper/2020/hash/f4e3ce3e7b581ff32e40968298ba013d-Abstract.html,https://github.com/pxiangwu/TopoFilter,3523
P234,P576,paper-234,paper-576,2020,NIPS 2020,Self-Adaptive Training: beyond Empirical Risk Minimization.,https://proceedings.neurips.cc//paper/2020/hash/e0ab531ec312161511493b002f9be2ee-Abstract.html,https://github.com/LayneH/self-adaptive-training,3527
P235,P577,paper-235,paper-577,2020,NIPS 2020,Provably Consistent Partial-Label Learning.,https://papers.nips.cc/paper/2020/hash/7bd28f15a49d5e5848d6ec70e584e625-Abstract.html,,3532
P236,P588,paper-236,paper-588,2020,ICML 2020,Peer Loss Functions: Learning from Noisy Labels without Knowing Noise Rates.,http://proceedings.mlr.press/v119/liu20e,https://github.com/weijiaheng/Multi-class-Peer-Loss-functions | https://github.com/gohsyi/PeerLoss,3594
P237,P589,paper-237,paper-589,2020,ICML 2020,Normalized Loss Functions for Deep Learning with Noisy Labels.,https://arxiv.org/abs/2006.13554,https://github.com/HanxunH/Active-Passive-Losses,3599
P238,P590,paper-238,paper-590,2020,ICML 2020,SIGUA: Forgetting May Make Learning with Noisy Labels More Robust.,http://proceedings.mlr.press/v119/han20c.html,https://github.com/bhanML/SIGUA,3603
P239,P591,paper-239,paper-591,2020,ICML 2020,Error-Bounded Correction of Noisy Labels.,http://proceedings.mlr.press/v119/zheng20c.html,https://github.com/pingqingsheng/LRT,3607
P240,P592,paper-240,paper-592,2020,ICML 2020,Training Binary Neural Networks through Learning with Noisy Supervision.,http://proceedings.mlr.press/v119/han20d.html,https://github.com/zhaohui-yang/Binary-Neural-Networks,3611
P241,P593,paper-241,paper-593,2020,ICML 2020,Searching to Exploit Memorization Effect in Learning with Noisy Labels.,http://proceedings.mlr.press/v119/yao20b.html,https://github.com/jerermyyoung/rtlearning,3615
P242,P594,paper-242,paper-594,2020,ICML 2020,Learning with Bounded Instance and Label-dependent Label Noise.,http://proceedings.mlr.press/v119/cheng20c.html,,3619
P243,P595,paper-243,paper-595,2020,ICML 2020,Beyond Synthetic Noise: Deep Learning on Controlled Noisy Labels.,http://proceedings.mlr.press/v119/jiang20c,,3623
P244,P596,paper-244,paper-596,2020,ICML 2020,Does label smoothing mitigate label noise?.,http://proceedings.mlr.press/v119/lukasik20a.html,,3629
P245,P597,paper-245,paper-597,2020,ICML 2020,Deep k-NN for Noisy Labels.,http://proceedings.mlr.press/v119/bahri20a.html,,3633
P246,P604,paper-246,paper-604,2020,ICLR 2020,DivideMix: Learning with Noisy Labels as Semi-supervised Learning.,https://openreview.net/forum?id=HJgExaVtwr,https://github.com/LiJunnan1992/DivideMix,3670
P247,P605,paper-247,paper-605,2020,ICLR 2020,Robust training with ensemble consensus.,https://openreview.net/forum?id=ryxOUTVYDH,https://github.com/jisoolee0123/Robust-training-with-ensemble-consensus,3674
P248,P606,paper-248,paper-606,2020,ICLR 2020,SELF: Learning to Filter Noisy Labels with Self-Ensembling.,https://openreview.net/forum?id=HkgsPhNYPS,,3678
P249,P613,paper-249,paper-613,2020,CVPR 2020,Combating noisy labels by agreement: A joint training method with co-regularization.,http://openaccess.thecvf.com/content_CVPR_2020/html/Wei_Combating_Noisy_Labels_by_Agreement_A_Joint_Training_Method_with_CVPR_2020_paper.html,https://github.com/hongxin001/JoCoR,3719
P250,P614,paper-250,paper-614,2020,CVPR 2020,Distilling Effective Supervision From Severe Label Noise.,http://openaccess.thecvf.com/content_CVPR_2020/html/Zhang_Distilling_Effective_Supervision_From_Severe_Label_Noise_CVPR_2020_paper.html,https://github.com/google-research/google-research/tree/master/ieg,3725
P251,P615,paper-251,paper-615,2020,CVPR 2020,Self-Training With Noisy Student Improves ImageNet Classification.,http://openaccess.thecvf.com/content_CVPR_2020/html/Xie_Self-Training_With_Noisy_Student_Improves_ImageNet_Classification_CVPR_2020_paper.html,https://github.com/google-research/noisystudent,3730
P252,P616,paper-252,paper-616,2020,CVPR 2020,Training Noise-Robust Deep Neural Networks via Meta-Learning.,https://openaccess.thecvf.com/content_CVPR_2020/html/Wang_Training_Noise-Robust_Deep_Neural_Networks_via_Meta-Learning_CVPR_2020_paper.html,https://github.com/ZhenWang-PhD/Training-Noise-Robust-Deep-Neural-Networks-via-Meta-Learning,3734
P253,P617,paper-253,paper-617,2020,CVPR 2020,Revisiting Knowledge Distillation via Label Smoothing Regularization.,https://openaccess.thecvf.com/content_CVPR_2020/html/Yuan_Revisiting_Knowledge_Distillation_via_Label_Smoothing_Regularization_CVPR_2020_paper.html,https://github.com/yuanli2333/Teacher-free-Knowledge-Distillation,3738
P254,P618,paper-254,paper-618,2020,CVPR 2020,Task Agnostic Robust Learning on Corrupt Outputs by Correlation-Guided Mixture Density Networks.,https://openaccess.thecvf.com/content_CVPR_2020/html/Choi_Task_Agnostic_Robust_Learning_on_Corrupt_Outputs_by_Correlation-Guided_Mixture_CVPR_2020_paper.html,,3743
P255,P628,paper-255,paper-628,2020,ECCV 2020,Suppressing Mislabeled Data via Grouping and Self-Attention.,https://www.ecva.net/papers/eccv_2020/papers_ECCV/html/2633_ECCV_2020_paper.php,https://github.com/kaiwang960112/AFM,3800
P256,P629,paper-256,paper-629,2020,ECCV 2020,NoiseRank: Unsupervised Label Noise Reduction with Dependence Models.,https://www.ecva.net/papers/eccv_2020/papers_ECCV/html/5921_ECCV_2020_paper.php,,3805
P257,P638,paper-257,paper-638,2020,AAAI 2020,Reinforcement Learning with Perturbed Rewards.,https://arxiv.org/abs/1810.01032,https://github.com/wangjksjtu/rl-perturbed-reward,3855
P258,P639,paper-258,paper-639,2020,AAAI 2020,Less Is Better: Unweighted Data Subsampling via Influence Function.,https://arxiv.org/abs/1912.01321,https://github.com/RyanWangZf/Influence_Subsampling,3859
P259,P640,paper-259,paper-640,2020,AAAI 2020,Self-Paced Robust Learning for Leveraging Clean Labels in Noisy Data.,https://xuczhang.github.io/papers/aaai20_sprl.pdf,,3863
P260,P645,paper-260,paper-645,2020,IJCAI 2020,Can Cross Entropy Loss Be Robust to Label Noise?,https://www.ijcai.org/proceedings/2020/305,,3891
P261,P646,paper-261,paper-646,2020,IJCAI 2020,Label Distribution for Learning with Noisy Labels.,https://www.ijcai.org/proceedings/2020/356,,3896
P262,P647,paper-262,paper-647,2020,IJCAI 2020,A Bi-level Formulation for Label Noise Learning with Spectral Cluster Discovery.,https://www.ijcai.org/proceedings/2020/361,,3901
P263,P655,paper-263,paper-655,2020,ArXiv 2020,No Regret Sample Selection with Noisy Labels. (Published on Machine Learning),https://arxiv.org/pdf/2003.03179.pdf,https://github.com/songheony/TAkS,3959
